Id                     Memory                     Permission Size
1949                     1264                     10
1950                     2328                     21
1951                     2112                     19
1952                     1880                     16
1953                     752                     5
1954                     1624                     14
1955                     2112                     19
1956                     2320                     21
1957                     2168                     19
1958                     3072                     28
1959                     1200                     10
1960                     912                     7
1961                     2696                     25
1962                     792                     5
1963                     1792                     16
1964                     3176                     29
1965                     2168                     19
1966                     472                     2
1967                     2200                     20
1968                     2200                     20
1969                     712                     5
1970                     384                     1
1971                     2464                     22
1972                     2280                     20
1973                     2168                     19
1974                     368                     1
1975                     1800                     15
1976                     416                     2
1977                     1264                     10
1978                     3080                     29
1979                     1960                     17
1980                     2128                     19
1981                     3152                     29
1982                     2112                     19
1983                     1968                     17
1984                     2256                     20
1985                     1168                     9
1986                     696                     5
1987                     2168                     19
1988                     1256                     10
1989                     1664                     14
1990                     2256                     20
1991                     2112                     19
1992                     1768                     15
1993                     13616                     18
1994                     39424                     24
1995                     38976                     19
1996                     38976                     19
1997                     37296                     1
1998                     38272                     12
1999                     39984                     29
2000                     39904                     28
2001                     39944                     29
2002                     39064                     20
2003                     38248                     12
2004                     37296                     1
2005                     37296                     1
2006                     38976                     19
2007                     1520                     13
2008                     2256                     20
2009                     2256                     20
2010                     2256                     20
2011                     752                     5
2012                     3112                     29
2013                     752                     5
2014                     1600                     14
2015                     2256                     20
2016                     672                     4
2017                     3120                     29
2018                     368                     1
2019                     2344                     21
2020                     368                     1
2021                     -24840                     3
2022                     2168                     19
2023                     1968                     17
2024                     328                     1
2025                     752                     5
2026                     1808                     16
2027                     2168                     19
2028                     1376                     11
2029                     1688                     14
2030                     2256                     20
2031                     1024                     8
2032                     720                     5
2033                     3080                     29
2034                     1424                     12
2035                     2856                     27
2036                     2168                     19
2037                     520                     3
2038                     968                     7
2039                     1848                     16
2040                     1480                     12
2041                     2168                     19
2042                     632                     4
2043                     2112                     19
2044                     568                     3
2045                     2408                     22
2046                     1464                     12
2047                     2168                     19
2048                     2168                     19
2049                     1408                     12
2050                     2536                     23
2051                     2168                     19
2052                     1712                     14
2053                     784                     5
2054                     520                     3
2055                     776                     5
2056                     312                     1
2057                     2416                     22
2058                     2168                     19
2059                     3176                     29
2060                     768                     5
2061                     2040                     18
2062                     2112                     19
2063                     2224                     20
2064                     2112                     19
2065                     2176                     19
2066                     472                     2
2067                     2264                     20
2068                     696                     5
2069                     696                     5
2070                     576                     3
2071                     3176                     29
2072                     752                     5
2073                     1800                     16
2074                     3096                     28
2075                     1528                     13
2076                     1688                     14
2077                     2112                     19
2078                     2168                     19
2079                     1632                     14
2080                     1912                     17
2081                     2168                     19
2082                     2864                     26
2083                     752                     5
2084                     1624                     14
2085                     3080                     29
2086                     3096                     28
2087                     2112                     19
2088                     2168                     19
2089                     3120                     29
2090                     2416                     22
2091                     2112                     19
2092                     2376                     21
2093                     2048                     18
2094                     376                     1
2095                     1912                     17
2096                     552                     3
2097                     2256                     20
2098                     3096                     28
2099                     704                     5
2100                     2872                     26
2101                     368                     1
2102                     2848                     26
2103                     3176                     29
2104                     2416                     22
2105                     1904                     17
2106                     816                     6
2107                     368                     1
2108                     1968                     17
2109                     -23664                     14
2110                     2168                     19
2111                     2168                     19
2112                     2168                     19
2113                     696                     5
2114                     2744                     25
2115                     2112                     19
2116                     2336                     21
2117                     2696                     25
2118                     2048                     18
2119                     3152                     29
2120                     2256                     20
2121                     2256                     20
2122                     680                     4
2123                     776                     5
2124                     2256                     20
2125                     912                     7
2126                     1632                     14
2127                     1984                     18
2128                     2168                     19
2129                     2112                     19
2130                     1600                     14
2131                     680                     4
2132                     2112                     19
2133                     2168                     19
2134                     2512                     23
2135                     1848                     16
2136                     576                     3
2137                     2184                     19
2138                     576                     3
2139                     752                     5
2140                     3096                     28
2141                     2256                     20
2142                     2256                     20
2143                     2040                     18
2144                     3064                     28
2145                     2168                     19
2146                     3120                     29
2147                     576                     3
2148                     312                     1
2149                     2112                     19
2150                     3096                     28
2151                     2200                     20
2152                     2112                     19
2153                     576                     3
2154                     472                     2
2155                     568                     3
2156                     3120                     29
2157                     752                     5
2158                     368                     1
2159                     1280                     10
2160                     3136                     29
2161                     1576                     14
2162                     1512                     13
2163                     1376                     12
2164                     2808                     26
2165                     2768                     25
2166                     2896                     26
2167                     2168                     19
2168                     2168                     19
2169                     2128                     19
2170                     2160                     19
2171                     1632                     14
2172                     2872                     26
2173                     680                     4
2174                     2688                     24
2175                     2168                     19
2176                     2232                     20
2177                     712                     5
2178                     2896                     26
2179                     1528                     13
2180                     576                     3
2181                     3120                     29
2182                     2792                     26
2183                     568                     3
2184                     624                     4
2185                     2112                     19
2186                     720                     5
2187                     2712                     25
2188                     1280                     10
2189                     576                     3
2190                     3096                     29
2191                     1928                     17
2192                     1576                     14
2193                     2112                     19
2194                     1992                     18
2195                     1632                     14
2196                     2808                     26
2197                     2256                     20
2198                     2168                     19
2199                     2184                     19
2200                     3096                     28
2201                     1968                     17
2202                     2200                     20
2203                     2112                     19
2204                     2168                     19
2205                     3176                     29
2206                     3120                     29
2207                     2376                     21
2208                     2200                     20
2209                     1800                     15
2210                     1256                     10
2211                     696                     5
2212                     872                     6
2213                     2112                     19
2214                     2112                     19
2215                     2496                     23
2216                     1160                     9
2217                     680                     4
2218                     672                     4
2219                     3064                     29
2220                     3096                     29
2221                     2432                     22
2222                     3088                     29
2223                     576                     3
2224                     2112                     19
2225                     2168                     19
2226                     2960                     27
2227                     368                     1
2228                     2168                     19
2229                     1960                     17
2230                     576                     3
2231                     576                     3
2232                     1864                     16
2233                     3120                     29
2234                     1528                     13
2235                     1320                     11
2236                     2112                     19
2237                     2184                     19
2238                     912                     7
2239                     2112                     19
2240                     3120                     29
2241                     2168                     19
2242                     3096                     28
2243                     1688                     14
2244                     520                     3
2245                     2496                     23
2246                     3120                     29
2247                     3096                     29
2248                     760                     5
2249                     3096                     28
2250                     2768                     25
2251                     2200                     20
2252                     1632                     14
2253                     520                     3
2254                     696                     5
2255                     1744                     15
2256                     1912                     17
2257                     3152                     29
2258                     312                     1
2259                     2712                     25
2260                     400                     2
2261                     2856                     26
2262                     368                     1
2263                     2496                     23
2264                     2200                     20
2265                     1880                     16
2266                     2168                     19
2267                     2112                     19
2268                     2256                     20
2269                     3096                     28
2270                     3176                     29
2271                     2792                     26
2272                     1376                     11
2273                     2112                     19
2274                     3176                     29
2275                     1176                     9
2276                     992                     7
2277                     1656                     14
2278                     3096                     28
2279                     520                     3
2280                     2168                     19
2281                     1464                     12
2283                     1656                     14
2284                     2112                     19
2285                     2712                     25
2286                     2112                     19
2287                     2496                     23
2288                     3096                     29
2289                     3040                     28
2290                     3136                     29
2291                     1920                     17
2292                     1176                     9
2293                     2056                     19
2294                     2112                     19
2295                     3120                     29
2296                     1432                     12
2297                     3176                     29
2298                     2416                     22
2299                     1456                     12
2300                     2368                     21
2301                     2112                     19
2302                     -8368                     19
2303                     368                     1
2304                     1176                     9
2305                     1256                     10
2306                     2256                     20
2307                     576                     3
2308                     2168                     19
2309                     3040                     28
2310                     1656                     14
2311                     2256                     20
2312                     624                     4
2313                     456                     2
2314                     2168                     19
2315                     2040                     18
2316                     3176                     29
2317                     488                     2
2318                     2168                     19
2319                     672                     4
2320                     576                     3
2321                     2168                     19
2322                     2200                     20
2323                     1648                     14
2324                     2256                     20
2325                     2656                     24
2326                     384                     1
2327                     3120                     29
2328                     368                     1
2329                     752                     5
2330                     2168                     19
2331                     1176                     9
2332                     2048                     18
2333                     1112                     9
2334                     2224                     20
2335                     1544                     13
2336                     1432                     12
2337                     1200                     10
2338                     1608                     14
2339                     1432                     12
2340                     2168                     19
2341                     472                     2
2342                     368                     1
2343                     368                     1
2344                     472                     2
2345                     2168                     19
2346                     1640                     14
2347                     2616                     24
2348                     696                     5
2349                     2168                     19
2350                     1496                     13
2351                     2320                     21
2352                     2256                     20
2353                     3176                     29
2354                     568                     3
2355                     1688                     14
2356                     2232                     20
2357                     368                     1
2358                     3104                     29
2359                     1256                     10
2360                     2112                     19
2361                     2168                     19
2362                     672                     4
2363                     368                     1
2364                     3080                     29
2365                     1320                     11
2366                     2256                     20
2367                     1984                     18
2368                     968                     7
2369                     1624                     14
2370                     2600                     24
2371                     1864                     16
2372                     1864                     16
2373                     1800                     15
2374                     2992                     27
2375                     2112                     19
2376                     3096                     28
2377                     456                     2
2378                     2256                     20
2379                     520                     3
2380                     2688                     24
2381                     3088                     29
2382                     2112                     19
2383                     2496                     23
2384                     3016                     28
2385                     -22424                     27
2386                     1280                     10
2387                     2112                     19
2388                     2256                     20
2389                     2400                     19
2390                     2184                     19
2391                     3120                     29
2392                     2112                     19
2393                     576                     3
2394                     1808                     16
2395                     2048                     18
2396                     2112                     19
2397                     2840                     26
2398                     1448                     13
2399                     2256                     20
2400                     2256                     20
2401                     616                     4
2402                     824                     6
2403                     2112                     19
2404                     312                     1
2405                     1744                     15
2406                     520                     3
2407                     2112                     19
2408                     312                     1
2409                     2408                     22
2410                     1744                     15
2411                     2112                     19
2412                     3040                     28
2413                     2112                     19
2414                     1480                     12
2415                     3040                     28
2416                     3040                     28
2417                     3096                     29
2418                     784                     5
2419                     912                     7
2420                     1864                     16
2421                     2840                     26
2422                     2768                     25
2423                     2168                     19
2424                     2112                     19
2425                     2552                     23
2426                     696                     5
2427                     2248                     20
2428                     368                     1
2429                     2272                     20
2430                     3176                     29
2431                     2168                     19
2432                     2688                     24
2433                     2256                     20
2434                     472                     2
2435                     3120                     29
2436                     752                     5
2437                     2112                     19
2438                     368                     1
2439                     2168                     19
2440                     3120                     29
2441                     416                     2
2442                     3168                     29
2443                     2144                     19
2444                     2256                     20
2445                     464                     2
2446                     1008                     8
2447                     3136                     29
2448                     2168                     19
2449                     2112                     19
2450                     1800                     15
2451                     3144                     29
2452                     2112                     19
2453                     1480                     12
2454                     576                     3
2455                     1984                     18
2456                     752                     5
2457                     2200                     20
2458                     368                     1
2459                     2256                     20
2460                     2896                     26
2461                     2360                     22
2462                     3120                     29
2463                     2168                     19
2464                     576                     3
2465                     520                     3
2466                     968                     7
2467                     1480                     12
2468                     368                     1
2469                     2872                     26
2470                     2592                     24
2471                     2112                     19
2472                     3168                     29
2473                     2112                     19
2474                     1944                     17
2475                     3104                     29
2476                     720                     5
2477                     664                     4
2478                     2168                     19
2479                     1632                     14
2480                     624                     4
2481                     704                     5
2482                     2608                     24
2483                     2256                     20
2484                     872                     6
2485                     1600                     14
2486                     2056                     18
2487                     1656                     14
2488                     2600                     24
2489                     752                     5
2490                     2168                     19
2491                     472                     2
2492                     488                     2
2493                     2112                     19
2494                     2960                     27
2495                     520                     3
2496                     2200                     20
2497                     872                     6
2498                     704                     5
2499                     2168                     19
2500                     2296                     20
2501                     2960                     27
2502                     2168                     19
2503                     2112                     19
2504                     2864                     26
2505                     3176                     29
2506                     2168                     19
2507                     1552                     13
2508                     752                     5
2509                     1632                     14
2510                     3136                     29
2511                     968                     7
2512                     2600                     23
2513                     760                     5
2514                     2112                     19
2515                     2168                     19
2516                     2632                     24
2517                     3096                     28
2518                     520                     3
2519                     1904                     17
2520                     2168                     19
2521                     2256                     20
2522                     1432                     12
2523                     2112                     19
2524                     3136                     29
2525                     2112                     19
2526                     1656                     14
2527                     3176                     29
2528                     576                     3
2529                     720                     5
2530                     328                     1
2531                     1360                     11
2532                     2168                     19
2533                     808                     6
2534                     3096                     28
2535                     976                     7
2536                     2416                     21
2537                     2168                     19
2538                     1632                     14
2539                     1800                     15
2540                     368                     1
2541                     2200                     20
2542                     1272                     10
2543                     2256                     20
2544                     2200                     20
2545                     2112                     19
2546                     2200                     20
2547                     912                     7
2548                     408                     2
2549                     2968                     27
2550                     2496                     23
2551                     1824                     16
2552                     2048                     18
2553                     2168                     19
2554                     2200                     20
2555                     2112                     19
2557                     2200                     20
2558                     2496                     23
2559                     2168                     19
2560                     2168                     19
2561                     1432                     12
2562                     624                     4
2563                     3168                     29
2564                     2112                     19
2565                     520                     3
2566                     976                     7
2567                     752                     5
2568                     2232                     20
2569                     696                     5
2570                     1744                     15
2571                     1200                     10
2572                     368                     1
2573                     2552                     23
2574                     3120                     29
2575                     2456                     22
2576                     2440                     22
2577                     2264                     21
2578                     2168                     19
2579                     2168                     19
2580                     2568                     23
2581                     2800                     25
2582                     1688                     14
2583                     3096                     28
2584                     2168                     19
2585                     512                     3
2586                     1432                     12
2587                     2168                     19
2588                     2096                     18
2589                     312                     1
2590                     1712                     14
2591                     2968                     27
2592                     2112                     19
2593                     1256                     10
2594                     520                     3
2595                     520                     3
2596                     2200                     20
2597                     2112                     19
2598                     1064                     8
2599                     3096                     28
2600                     1680                     14
2601                     2112                     19
2602                     2752                     25
2603                     3136                     29
2604                     2224                     20
2605                     696                     5
2606                     1168                     9
2607                     3096                     28
2608                     696                     5
2609                     720                     5
2610                     2112                     19
2611                     2256                     20
2612                     2168                     19
2613                     456                     2
2614                     2168                     19
2615                     1680                     14
2616                     2864                     26
2617                     1160                     9
2618                     2296                     21
2619                     3176                     29
2620                     696                     5
2621                     368                     1
2622                     968                     7
2623                     2112                     19
2624                     1696                     14
2625                     2168                     19
2626                     1744                     15
2627                     1464                     13
2628                     368                     1
2629                     2280                     20
2630                     1808                     16
2631                     472                     2
2632                     696                     5
2633                     432                     2
2634                     2168                     19
2635                     1912                     17
2636                     1632                     14
2637                     1256                     10
2638                     576                     3
2639                     2496                     23
2640                     1712                     15
2641                     2840                     26
2642                     3096                     28
2643                     1680                     14
2644                     1880                     17
2645                     312                     1
2646                     520                     3
2647                     2536                     23
2648                     696                     5
2649                     2552                     23
2650                     2112                     19
2651                     2256                     20
2652                     2168                     19
2653                     752                     5
2654                     1664                     14
2655                     2256                     20
2656                     1600                     14
2657                     2152                     19
2658                     576                     3
2659                     2016                     18
2660                     3104                     29
2661                     968                     7
2662                     2256                     20
2663                     2168                     19
2664                     2184                     19
2665                     1000                     8
2666                     816                     6
2667                     3136                     29
2668                     1784                     15
2669                     616                     4
2670                     1744                     15
2671                     2256                     20
2672                     2112                     19
2673                     2168                     19
2674                     520                     3
2675                     3104                     29
2676                     1768                     15
2677                     696                     5
2678                     2112                     19
2679                     2200                     20
2680                     2112                     19
2681                     2112                     19
2682                     1432                     12
2683                     328                     1
2684                     2704                     25
2685                     568                     4
2686                     2224                     20
2687                     3192                     29
2688                     520                     3
2689                     2864                     26
2690                     1896                     16
2691                     3176                     29
2692                     2280                     20
2693                     1864                     16
2694                     2232                     20
2695                     1688                     14
2696                     1952                     17
2697                     368                     1
2698                     776                     5
2699                     2256                     20
2700                     1176                     9
2701                     2168                     19
2702                     416                     2
2703                     1160                     9
2704                     3080                     29
2705                     2168                     19
2706                     1256                     10
2707                     1520                     13
2708                     2112                     19
2709                     1408                     12
2710                     3112                     29
2711                     1688                     14
2712                     368                     1
2713                     1624                     14
2714                     1104                     9
2715                     2968                     27
2716                     2168                     19
2717                     576                     3
2718                     1632                     14
2719                     616                     4
2720                     2168                     19
2721                     1424                     12
2722                     2336                     21
2723                     3120                     29
2724                     2712                     25
2725                     1632                     14
2726                     1592                     14
2727                     1632                     14
2728                     1864                     16
2729                     2112                     19
2730                     2224                     20
2731                     2112                     19
2732                     576                     3
2733                     3096                     28
2734                     2768                     25
2735                     760                     5
2736                     2112                     19
2737                     3120                     29
2738                     3176                     29
2739                     1624                     14
2740                     1408                     12
2741                     912                     7
2742                     3192                     29
2743                     2112                     19
2744                     696                     5
2745                     1624                     14
2746                     2128                     19
2747                     2872                     26
2748                     520                     3
2749                     3176                     29
2750                     2256                     20
2751                     616                     4
2752                     696                     5
2753                     3176                     29
2754                     368                     1
2755                     2168                     19
2756                     2416                     22
2757                     3136                     29
2758                     1688                     14
2759                     3176                     29
2760                     1960                     17
2761                     2168                     19
2762                     3096                     28
2763                     1736                     15
2764                     3168                     29
2765                     488                     2
2766                     368                     1
2767                     1680                     14
2768                     368                     1
2769                     2296                     21
2770                     3120                     29
2771                     664                     4
2772                     472                     2
2773                     520                     3
2774                     3104                     29
2775                     520                     3
2776                     2200                     20
2777                     432                     2
2778                     1968                     17
2779                     2256                     20
2780                     376                     1
2781                     2168                     19
2782                     8728                     29
2783                     2424                     21
2784                     672                     4
2785                     520                     3
2786                     1688                     14
2787                     3136                     29
2788                     368                     1
2789                     2192                     20
2790                     2120                     19
2791                     2248                     20
2792                     2168                     19
2793                     672                     4
2794                     432                     2
2795                     752                     5
2796                     576                     3
2797                     1576                     14
2798                     2152                     19
2799                     784                     5
2800                     616                     4
2801                     2168                     19
2802                     3176                     29
2803                     864                     6
2804                     3152                     29
2805                     2656                     24
2806                     2256                     21
2807                     2072                     18
2808                     3120                     29
